0.0	0.0
100000.0	-0.0493317892932
200000.0	-0.197132467138
300000.0	-0.442818731783
400000.0	-0.785420971784
500000.0	-1.22358709262
600000.0	-1.75558785279
700000.0	-2.37932368835
800000.0	-3.0923329989
900000.0	-3.89180186245
1000000.0	-4.77457514063
1100000.0	-5.73716893061
1200000.0	-6.77578431446
1300000.0	-7.88632235178
1400000.0	-9.06440025628
1500000.0	-10.3053686927
1600000.0	-11.6043301255
1700000.0	-12.9561581475
1800000.0	-14.3555177109
1900000.0	-15.7968861829
2000000.0	-17.2745751406
2100000.0	-18.7827528209
2200000.0	-20.3154671354
2300000.0	-21.8666691609
2400000.0	-23.4302370118
2500000.0	-25.0
2600000.0	-26.5697629882
2700000.0	-28.1333308391
2800000.0	-29.6845328646
2900000.0	-31.2172471791
3000000.0	-32.7254248594
3100000.0	-34.2031138171
3200000.0	-35.6444822891
3300000.0	-37.0438418525
3400000.0	-38.3956698745
3500000.0	-39.6946313073
3600000.0	-40.9355997437
3700000.0	-42.1136776482
3800000.0	-43.2242156855
3900000.0	-44.2628310694
4000000.0	-45.2254248594
4100000.0	-46.1081981376
4200000.0	-46.9076670011
4300000.0	-47.6206763117
4400000.0	-48.2444121472
4500000.0	-48.7764129074
4600000.0	-49.2145790282
4700000.0	-49.5571812682
4800000.0	-49.8028675329
4900000.0	-49.9506682107
5000000.0	-50.0
5100000.0	-49.9506682107
5200000.0	-49.8028675329
5300000.0	-49.5571812682
5400000.0	-49.2145790282
5500000.0	-48.7764129074
5600000.0	-48.2444121472
5700000.0	-47.6206763117
5800000.0	-46.9076670011
5900000.0	-46.1081981376
6000000.0	-45.2254248594
6100000.0	-44.2628310694
6200000.0	-43.2242156855
6300000.0	-42.1136776482
6400000.0	-40.9355997437
6500000.0	-39.6946313073
6600000.0	-38.3956698745
6700000.0	-37.0438418525
6800000.0	-35.6444822891
6900000.0	-34.2031138171
7000000.0	-32.7254248594
7100000.0	-31.2172471791
7200000.0	-29.6845328646
7300000.0	-28.1333308391
7400000.0	-26.5697629882
7500000.0	-25.0
7600000.0	-23.4302370118
7700000.0	-21.8666691609
7800000.0	-20.3154671354
7900000.0	-18.7827528209
8000000.0	-17.2745751406
8100000.0	-15.7968861829
8200000.0	-14.3555177109
8300000.0	-12.9561581475
8400000.0	-11.6043301255
8500000.0	-10.3053686927
8600000.0	-9.06440025628
